hh_income,black_rate,redzone
85028,0.739329268292683,0
106125,0.6737435008665511,0
106125,0.6737435008665511,0
107500,0.5886792452830188,0
145046,0.6387434554973822,1
136354,0.4242843951985226,0
76380,0.3890577507598784,0
89258,0.5045262522631261,1
51477,0.7728323699421965,0
52768,0.9338296112489661,1
97841,0.6292749658002736,0
70284,0.7711213517665131,0
70284,0.7711213517665131,1
64655,0.5893066980023501,0
64655,0.5893066980023501,0
158176,0.4569918308505526,0
85156,0.3221311475409836,0
127714,0.33312845728334356,0
111630,0.23351158645276293,0
44375,0.7484333034914951,1
139440,0.22085889570552147,0
111935,0.4789963349309275,0
161369,0.19172245891661593,0
115368,0.32528690146418676,0
180750,0.18457300275482094,0
131833,0.2612691466083151,0
176250,0.1837539432176656,0
138393,0.15650030807147258,0
56550,0.7689655172413793,1
68750,0.4457627118644068,0
54063,0.7166353383458647,1
109632,0.10218978102189781,0
40625,0.8498435870698644,1
44662,0.5391644908616188,0
56786,0.4222295297599474,0
71553,0.35785288270377735,1
108906,0.16257187663355985,0
61000,0.16923076923076924,1
77188,0.3744360902255639,0
73269,0.28298887122416533,0
49107,0.27391304347826084,0
106875,0.1905893536121673,0
57500,0.4297423887587822,0
137330,0.1713235294117647,0
137330,0.1713235294117647,0
122500,0.047569803516028956,0
84353,0.6426307448494454,1
98333,0.2825166364186328,0
152875,0.21294851794071762,0
53224,0.7030056036678554,0
57973,0.12102564102564102,1
57973,0.12102564102564102,0
64821,0.3564875491480996,0
57586,0.2841709722874589,0
81389,0.2611232676878191,0
83750,0.07988852763585694,0
83750,0.07988852763585694,0
26563,0.22168989547038329,0
82266,0.4062244062244062,0
149821,0.2693877551020408,0
56463,0.4938858695652174,0
161625,0.015920398009950248,0
191488,0.09106830122591944,0
139297,0.3523752254960914,0
221429,0.025,0
87868,0.49717779868297274,0
79732,0.19225721784776903,0
79732,0.19225721784776903,0
146600,0.4269911504424779,1
87798,0.35904027420736934,0
132500,0.24640400250156347,0
76686,0.3574660633484163,0
73066,0.28369322412509307,0
97404,0.17387788111605337,1
74296,0.39437819420783643,1
74296,0.39437819420783643,0
96369,0.34325396825396826,0
25636,0.5962732919254659,1
99107,0.42419397815081267,0
96875,0.11011904761904762,0
69246,0.39550842170929507,0
90357,0.5038240917782026,0
71080,0.2900262467191601,0
81023,0.322234156820623,0
91500,0.38100634632819586,0
100422,0.2066115702479339,0
103487,0.26919602529358627,0
97115,0.4722830051057622,0
127188,0.19141914191419143,0
95239,0.34455128205128205,0
175278,0.39753801593048516,0
236923,0.24102564102564103,0
112535,0.10491803278688525,0
83736,0.2978303747534517,0
173239,0.0,0
145000,0.06337135614702155,0
135761,0.276885043263288,0
128056,0.04065040650406504,0
112333,0.08866442199775533,0
92083,0.07418899858956277,0
92083,0.07418899858956277,0
140887,0.050694444444444445,0
131071,0.07602739726027398,0
130000,0.04794520547945205,0
199444,0.10821446138711265,0
80625,0.05533596837944664,0
157404,0.0730816077953715,0
96923,0.19161384690394928,0
130750,0.24233661075766338,0
56786,0.1624203821656051,1
143500,0.17072072072072073,0
108824,0.1945945945945946,0
158125,0.19380315917375457,0
84989,0.5347881087919039,1
133545,0.0162839248434238,1
106308,0.4233900814211695,0
130774,0.20409181636726548,0
110313,0.20145044319097502,0
108971,0.3216589861751152,0
154722,0.35956743766896965,0
171176,0.22085048010973937,0
70582,0.31987496743943733,0
50843,0.25067096081588836,1
51838,0.2891075670173057,1
70446,0.21529745042492918,1
86071,0.15739948674080412,1
96822,0.3134279115803365,0
62269,0.30064194008559203,1
84792,0.15108834827144688,0
103942,0.367816091954023,0
36172,0.10341805433829973,0
73636,0.49342770475227504,1
57719,0.12866449511400652,0
55125,0.05322128851540616,0
49070,0.15021459227467812,0
22628,0.31202290076335876,1
80000,0.41385231825987406,0
83542,0.35462962962962963,1
143199,0.19156214367160776,0
147083,0.15059861373660996,0
86484,0.6834500875656743,0
87250,0.10210772833723654,0
116667,0.13648293963254593,0
85588,0.1779984721161192,0
88409,0.007866273352999017,0
148125,0.031105228325612178,0
148125,0.031105228325612178,0
86316,0.016296296296296295,0
54891,0.09687261632341723,0
75673,0.1385979049153908,0
88304,0.08578912901113293,0
84009,0.028913260219341975,0
90560,0.06852248394004283,0
117984,0.16836335160532498,0
107102,0.12753378378378377,0
117292,0.1188118811881188,0
99205,0.18276515151515152,0
101667,0.0625,0
104125,0.017137096774193547,0
62350,0.15512465373961218,0
28681,0.7742382271468145,0
54897,0.09759937032664305,0
87292,0.08193979933110368,0
88906,0.11376404494382023,0
106250,0.17473118279569894,0
106250,0.17473118279569894,0
86167,0.15426105717367852,0
94063,0.13290113452188007,0
137383,0.020348837209302327,0
137383,0.020348837209302327,0
126538,0.12839506172839507,0
124167,0.19987507807620236,0
152321,0.04538341158059468,0
152321,0.04538341158059468,0
121944,0.008717310087173101,0
78750,0.0471253534401508,0
98654,0.08251748251748252,0
81750,0.05119107957425241,0
88883,0.12512030798845045,0
89750,0.038058991436726926,0
122031,0.04986642920747997,0
102083,0.1310763888888889,0
75262,0.3415867944621938,1
160938,0.22794591113972956,0
182396,0.19401197604790418,0
105060,0.18570640176600442,0
158750,0.046189376443418015,0
130521,0.09447674418604651,0
96136,0.17934093789607097,0
77604,0.27035330261136714,0
119352,0.10982658959537572,0
150833,0.04788732394366197,0
98600,0.1772679874869656,0
150625,0.0,0
188393,0.024096385542168676,0
171683,0.044481054365733116,0
216923,0.042915531335149866,0
85865,0.04105195638229634,0
216250,0.030131826741996232,0
64934,0.17865804365400162,0
161771,0.04198062432723358,0
205398,0.02262666010821446,0
149219,0.0187207488299532,0
250001,0.0,0
74917,0.0,0
74917,0.0,0
90270,0.08502024291497975,0
56677,0.2601828761429759,0
56677,0.2601828761429759,0
123438,0.036833424958768554,0
122907,0.025182239893969515,0
124722,0.09147286821705426,0
91667,0.05677246312025033,0
111058,0.06566347469220246,0
113347,0.04592186429061001,0
113347,0.04592186429061001,0
132639,0.0,0
250001,0.07161290322580645,0
135556,0.07124937280481686,0
250001,0.004846526655896607,0
226648,0.005405405405405406,0
250001,0.0129136400322841,0
250001,0.012110726643598616,0
250001,0.005851063829787234,0
154167,0.010560519902518278,0
250001,0.0,0
224107,0.046153846153846156,0
90268,0.01330532212885154,0
101250,0.06357103372028745,0
192878,0.06694955209806695,0
188906,0.025909592061742006,0
231544,0.030800821355236138,0
241136,0.06492146596858639,0
250001,0.031061659712563746,0
250001,0.042073628850488355,0
183750,0.0,0
250001,0.0,0
250001,0.07038242473555736,0
250001,0.04756380510440835,0
231250,0.013878180416345412,0
111500,0.19863373620599054,0
62000,0.13565022421524664,0
70132,0.1760299625468165,0
59205,0.1937984496124031,1
