hh_income,black_rate,redzone
208929,0.02019678922837908,0
135208,0.0125,0
218173,0.18977384464110128,0
172778,0.1108611825192802,0
172778,0.1108611825192802,0
118906,0.19778541428025964,0
118906,0.19778541428025964,0
98558,0.2127058823529412,0
50977,0.24571766095688127,0
130833,0.32332155477031804,0
135263,0.36194278110445777,0
135263,0.36194278110445777,0
96146,0.02321724709784411,0
151683,0.14031378658061644,0
151683,0.14031378658061644,0
167571,0.12224753227031131,0
122560,0.07855459544383346,0
116635,0.16686771210293527,0
99485,0.13096446700507614,0
95938,0.020947176684881604,0
161250,0.06164383561643835,0
161250,0.06164383561643835,0
117222,0.3421891604675877,0
135530,0.07152376721457131,0
73226,0.29441260744985676,0
117929,0.3620161514898357,0
116361,0.3113685734974656,0
63819,0.3952975753122704,0
76016,0.18122977346278318,0
118487,0.09582863585118377,0
107176,0.18521939953810623,0
102176,0.28696236559139787,0
60268,0.5102896341463414,0
81964,0.27602179836512264,0
64632,0.07219662058371736,1
67700,0.35686578743211794,0
147813,0.18556701030927836,0
135125,0.12745098039215685,0
152746,0.21510343442458324,0
183250,0.3076323987538941,0
150833,0.1321867321867322,0
126719,0.221850613154961,0
110655,0.04041570438799076,0
187019,0.0,0
233362,0.1438953488372093,0
161625,0.05862304021813224,0
106146,0.06645230439442658,0
203359,0.14195478723404256,0
203359,0.14195478723404256,0
250001,0.04861603974449964,0
250001,0.032773780975219824,0
145938,0.043107531975367125,0
216518,0.09732142857142857,0
187381,0.1521862578080636,0
141711,0.09915296462381665,0
157045,0.13878713878713878,0
219028,0.051515151515151514,0
94412,0.2704626334519573,0
44784,0.24186046511627907,1
124130,0.3460291734197731,0
86250,0.20409015025041735,0
184688,0.0896551724137931,0
210179,0.06615285806037251,0
123750,0.11426639621365788,0
123750,0.11426639621365788,0
42212,0.10950080515297907,0
83429,0.21066152858060372,0
89125,0.29124820659971307,0
112279,0.205771643663739,0
121184,0.15345528455284552,0
139211,0.12406576980568013,0
67246,0.05588235294117647,0
161344,0.0,0
96406,0.17005813953488372,0
96406,0.17005813953488372,0
133929,0.07140115163147792,0
113995,0.2090747330960854,0
67071,0.38189448441247004,1
77917,0.24386422976501307,0
77917,0.24386422976501307,1
36071,0.14302554027504913,0
97353,0.10015251652262329,0
112708,0.2501238236750867,0
183438,0.42151162790697677,0
133036,0.15993623804463336,0
101827,0.16584491259524878,0
85966,0.29451893672077156,0
163719,0.3400961025093433,0
66176,0.45680033071517157,0
63824,0.25274016763378465,0
73580,0.31295938104448745,1
65368,0.1518987341772152,0
111250,0.14242292661745548,0
111250,0.14242292661745548,0
82417,0.25255754475703324,0
74219,0.24407868325973506,0
85938,0.12012899758129535,0
68537,0.19686668637304167,0
114327,0.1797432239657632,0
115417,0.21757129714811407,0
54861,0.4254545454545455,0
54861,0.4254545454545455,0
56188,0.10255075481520042,1
87024,0.17155612244897958,0
78214,0.5,0
78214,0.5,0
81008,0.3918088737201365,0
47743,0.1685897435897436,0
75750,0.05627376425855513,1
82083,0.20813953488372092,1
55037,0.2368273542600897,0
120625,0.17142857142857143,0
107222,0.295028818443804,1
105313,0.13123515439429928,0
85294,0.13016528925619836,1
66591,0.16982622432859398,0
72841,0.16952264381884946,0
72841,0.16952264381884946,0
64429,0.1478494623655914,0
64429,0.1478494623655914,0
168281,0.12637362637362637,0
141667,0.2390087929656275,0
141667,0.2390087929656275,0
42159,0.13959183673469389,1
126607,0.1576862123613312,0
54931,0.28441617446615175,1
146528,0.1411465892597968,0
60625,0.27502338634237605,0
63659,0.21772151898734177,1
83199,0.2789904502046385,0
90329,0.09483526268922529,0
87406,0.3348360655737705,0
127589,0.13007159904534607,0
127589,0.13007159904534607,0
72963,0.11181770005299417,0
80781,0.16370808678500987,0
80781,0.16370808678500987,0
90385,0.10679611650485436,1
103092,0.2582900969997744,0
103092,0.2582900969997744,0
47472,0.45734597156398105,1
62000,0.22466960352422907,1
98125,0.2277676950998185,0
62614,0.2628114715561824,1
105682,0.08273615635179153,0
108358,0.2912258867454885,0
100500,0.21845047923322683,0
101282,0.5920852359208524,0
64805,0.2461824953445065,0
80781,0.13997879109225875,1
139141,0.11115173674588666,0
139184,0.03857457751653196,0
61154,0.17812852311161217,0
160972,0.0,0
202051,0.060733867566427666,0
175787,0.02489814395654142,0
154792,0.03866666666666667,0
116193,0.04540295119182747,0
70625,0.36379613356766255,0
74653,0.30460104834012813,1
141597,0.2270560190703218,0
141597,0.2270560190703218,0
93194,0.1252260397830018,0
102083,0.2484076433121019,0
61838,0.46914660831509847,0
59033,0.3404255319148936,0
119271,0.12631578947368421,0
149583,0.21078862503664614,0
83083,0.09847936278059377,0
63824,0.05943827563683867,0
77446,0.19765309864319766,0
115375,0.04356435643564356,0
88750,0.23927392739273928,0
76630,0.2044711014176663,1
52000,0.16037735849056603,0
89306,0.08552631578947369,0
80526,0.031077054065559814,0
93958,0.08103130755064457,0
109605,0.05173841059602649,0
154519,0.032454361054766734,0
138393,0.2272151898734177,0
148750,0.04870530209617756,0
119750,0.029465930018416207,0
136806,0.07618667730355005,0
161563,0.06009615384615385,0
119615,0.10452418096723869,0
84000,0.17038007863695936,0
132188,0.01584022038567493,0
126250,0.0975609756097561,0
108750,0.06781193490054249,0
124167,0.07386716325263812,0
95703,0.05223625810856948,0
102404,0.04788732394366197,0
70250,0.0,0
93500,0.0,0
81006,0.07944150216658642,1
88654,0.09487870619946091,0
90166,0.030391583869082407,0
189107,0.0072306579898770785,0
189107,0.0072306579898770785,0
230905,0.06064516129032258,0
124554,0.04330708661417323,1
163333,0.008102633355840648,0
203512,0.006747638326585695,0
218563,0.05273833671399594,0
71063,0.037211493170042395,0
71063,0.037211493170042395,0
119853,0.33682864450127875,0
119853,0.33682864450127875,0
183889,0.0,0
134107,0.10027472527472528,0
211438,0.2655367231638418,0
112695,0.009018036072144289,0
98885,0.05627705627705628,0
77770,0.100080064051241,0
114861,0.1450199203187251,0
114861,0.1450199203187251,0
109750,0.05042016806722689,0
83454,0.09261186264308012,0
57750,0.016597510373443983,0
121250,0.08028379387602688,1
92083,0.19098021168890933,0
69659,0.350547730829421,0
102933,0.01485148514851485,0
74596,0.1500952380952381,0
115139,0.07735849056603773,0
62548,0.15263157894736842,0
205658,0.10421735604217357,0
230893,0.0,0
89125,0.13639817629179332,0
148750,0.044196428571428574,0
128984,0.0,0
103523,0.09254498714652956,0
172589,0.009259259259259259,0
178365,0.10954865048763893,0
178365,0.10954865048763893,0
122014,0.24303305249513935,0
188553,0.1008130081300813,0
195208,0.05792488860598345,0
126827,0.11135371179039301,0
149432,0.09897769516728624,0
157361,0.19525547445255476,0
131964,0.09382151029748284,0
96094,0.25865880619012527,0
131779,0.19163578613022764,0
109625,0.2261247040252565,0
140967,0.31032499280989356,0
150500,0.07640449438202247,0
173839,0.11442006269592477,0
166500,0.2599809885931559,0
136250,0.22007366482504603,0
154500,0.0823293172690763,0
115785,0.35206258890469416,0
162750,0.3113207547169811,0
146369,0.2986111111111111,0
82535,0.6075050709939148,0
96830,0.5050480177296233,0
101155,0.5606659142212189,0
160167,0.32547528517110264,0
88421,0.4811643835616438,0
93472,0.5649274225186348,0
100739,0.45821489482660605,0
109808,0.22392344497607655,0
108750,0.4564471879286694,0
82974,0.4621026894865526,0
67109,0.7183098591549296,1
