tow_date,tow_reason,storage_company,street,city,geo_location,longitude,latitude,location,block,hh_income,pop_total,pop_black,state,tract
2021-02-14,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-01-24,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-01-03,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-01-03,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-02-08,REPO,Final Notice,8560 2Nd Ave,Silver Spring,POINT (-77.032291 38.996393),-77.032291,38.996393,"(38.996393, -77.032291)",7025003,25636,966,576,24,702500
2021-01-22,NOP,,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-02-09,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-01-03,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-01-19,NOP,Led,8720 Georgia Ave,Silver Spring,POINT (-77.030226 38.997871),-77.030226,38.997871,"(38.997871, -77.030226)",7025003,25636,966,576,24,702500
2021-02-27,PKG,Led,8601 Cameron St,Silver Spring,POINT (-77.030436 38.996868),-77.030436,38.996868,"(38.996868, -77.030436)",7025003,25636,966,576,24,702500
2021-02-14,PRV,Led,8601 Cameron St,Silver Spring,POINT (-77.030436 38.996868),-77.030436,38.996868,"(38.996868, -77.030436)",7025003,25636,966,576,24,702500
2020-05-04,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-05-07,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-05-06,BLOCKING THE ALLEY WAY,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-05-14,NOP,,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-05-10,NOP,Led,8420 Georgia Ave,Silver Spring,POINT (-77.02681 38.994015),-77.02681,38.994015000000005,"(38.994015, -77.02681)",7025004,99107,3753,1592,24,702500
2020-05-03,PKG,Authorized,8040 Georgia Ave,Silver Spring,POINT (-77.026736 38.988766),-77.026736,38.988766,"(38.988766, -77.026736)",7025004,99107,3753,1592,24,702500
2020-05-28,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-02-04,PRV,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-02-21,PRV,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-21,PRV,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-29,PRV,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-18,PKG,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-02-20,PKG,Henrys,1315 East West Hwy,Silver Spring,POINT (-77.030919 38.99214),-77.030919,38.99214,"(38.99214, -77.030919)",7025004,99107,3753,1592,24,702500
2020-02-10,NOP,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-14,FIRE,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-02-06,PKG,Rickys,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-02-04,PRV,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-04,PRV,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-25,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-02-01,NOP,Speedy,8060 13Th St,Silver Spring,POINT (-77.027637 38.987287),-77.027637,38.987287,"(38.987287, -77.027637)",7025004,99107,3753,1592,24,702500
2020-02-03,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-02-05,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-02-07,REPO,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-28,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-02-15,PRV,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-20,PKG,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-02-02,PRV,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-25,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-02-22,PKG,Other,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-02-09,PKG,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-02-12,PRV,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-01,PKG,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-20,PRV,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-02-02,PRV,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-02-16,WALK OFF,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-05-03,PKG,Authorized,8040 Georgia Ave,Silver Spring,POINT (-77.026736 38.988766),-77.026736,38.988766,"(38.988766, -77.026736)",7025004,99107,3753,1592,24,702500
2020-05-13,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-16,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-13,PKG,Authorized,8040 Georgia Ave,Silver Spring,POINT (-77.026736 38.988766),-77.026736,38.988766,"(38.988766, -77.026736)",7025004,99107,3753,1592,24,702500
2020-04-07,NOP,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-04-30,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-16,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-03,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-05,NOP,Speedy,8060 13Th St,Silver Spring,POINT (-77.027637 38.987287),-77.027637,38.987287,"(38.987287, -77.027637)",7025004,99107,3753,1592,24,702500
2020-04-07,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-24,ABN,Henrys,1220 East West Hwy,Silver Spring,POINT (-77.030472 38.991648),-77.030472,38.991648,"(38.991648, -77.030472)",7025004,99107,3753,1592,24,702500
2020-04-01,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-08,PKG,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-09,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-04-15,PRV,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-06-21,PKG,Rickies,8206 Georgia Ave,Silver Spring,POINT (-77.026695 38.99197),-77.02669499999999,38.99197,"(38.99197, -77.026695)",7025004,99107,3753,1592,24,702500
2020-06-20,PKG,Rickys,8206 Georgia Ave,Silver Spring,POINT (-77.026695 38.99197),-77.02669499999999,38.99197,"(38.99197, -77.026695)",7025004,99107,3753,1592,24,702500
2020-06-27,PKG,Rickies,8206 Georgia Ave,Silver Spring,POINT (-77.026695 38.99197),-77.02669499999999,38.99197,"(38.99197, -77.026695)",7025004,99107,3753,1592,24,702500
2020-06-28,PRV,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-06-20,PKG,Rickies,8206 Georgia Ave,Silver Spring,POINT (-77.026695 38.99197),-77.02669499999999,38.99197,"(38.99197, -77.026695)",7025004,99107,3753,1592,24,702500
2020-06-23,PKG,Rickies,8200 Georgia Ave,Silver Spring,POINT (-77.026694 38.99183),-77.02669399999999,38.99183,"(38.99183, -77.026694)",7025004,99107,3753,1592,24,702500
2020-06-17,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-06-30,NOP,Drivw=E,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-06-28,PKG,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-06-27,PKG,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-06-13,PKG,Rickys,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-06-20,PKG,Rickys,8206 Georgia Ave,Silver Spring,POINT (-77.026695 38.99197),-77.02669499999999,38.99197,"(38.99197, -77.026695)",7025004,99107,3753,1592,24,702500
2020-06-02,NOP,,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-06-02,PKG,Other,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-06-22,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-06-28,PKG,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-06-25,PVI,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-06-17,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-06-14,NOP,Other,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-06-09,PRV,Speedy,8060 13Th St,Silver Spring,POINT (-77.027637 38.987287),-77.027637,38.987287,"(38.987287, -77.027637)",7025004,99107,3753,1592,24,702500
2020-06-28,PKG,Rickies,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-06-24,PKG,Rickies,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-06-12,P,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-06,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-08,PRV,Prestige,1165 Ripley St,Silver Spring,POINT (-77.029567 38.993134),-77.029567,38.993134000000005,"(38.993134, -77.029567)",7025004,99107,3753,1592,24,702500
2020-07-04,PKG,Rickies,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-07-08,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-08,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-11,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-14,PKG,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-16,PKG,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-26,PKG,Other,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-07-01,ABN,Speedy,7980 Georgia Ave,Silver Spring,POINT (-77.026648 38.986128),-77.026648,38.986128,"(38.986128, -77.026648)",7025004,99107,3753,1592,24,702500
2020-07-21,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-15,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-06,PKG,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-28,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-12,PRV,Rickys,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-07-15,PKG,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-14,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-21,PKG,Rickys,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-07-24,PKG,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-15,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-25,72,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-07-08,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-07-09,NOP,Other,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-10-09,PKG,Rickies,8202 Georgia Ave,Silver Spring,POINT (-77.026694 38.991901),-77.02669399999999,38.991901,"(38.991901, -77.026694)",7025004,99107,3753,1592,24,702500
2020-10-28,PRV,Authorized,8070 Georgia Ave,Silver Spring,POINT (-77.026744 38.989365),-77.026744,38.989365,"(38.989365, -77.026744)",7025004,99107,3753,1592,24,702500
2020-10-09,PKG,Other,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2020-08-10,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-08-03,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-08-31,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-08-08,PKG,Rickies,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-08-05,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-08-28,PKG,Rickys,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2020-08-19,PKG,Other,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-08-20,PKG,Henrys,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-08-25,NOP,Rickys,8200 Georgia Ave,Silver Spring,POINT (-77.026694 38.99183),-77.02669399999999,38.99183,"(38.99183, -77.026694)",7025004,99107,3753,1592,24,702500
2020-08-24,RESERVED SPACE,Rickys,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-08-28,PKG,Rickys,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2020-08-28,NOP,Rickies,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2020-08-08,PKG,Rickies,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-08-18,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2020-08-01,PKG,Rickies,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-10-23,PKG,Rickys,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2020-10-22,PKG,Authorized,8040 Georgia Ave,Silver Spring,POINT (-77.026736 38.988766),-77.026736,38.988766,"(38.988766, -77.026736)",7025004,99107,3753,1592,24,702500
2020-10-13,FIRE,Fire,1133 East West Hwy,Silver Spring,POINT (-77.028818 38.989806),-77.028818,38.989806,"(38.989806, -77.028818)",7025004,99107,3753,1592,24,702500
2020-10-21,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-10-04,NOP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-10-09,RESERVED PKG,Rickys,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004,99107,3753,1592,24,702500
2020-12-21,REPO,Lawsons,1280 East West Hwy,Silver Spring,POINT (-77.030789 38.991998),-77.030789,38.991997999999995,"(38.991998, -77.030789)",7025004,99107,3753,1592,24,702500
2020-12-03,EXP,Drive,1150 Ripley St,Silver Spring,POINT (-77.028565 38.992475),-77.028565,38.992475,"(38.992475, -77.028565)",7025004,99107,3753,1592,24,702500
2020-12-02,PKG,,8025 13Th St,Silver Spring,POINT (-77.028089 38.987253),-77.02808900000001,38.987253,"(38.987253, -77.028089)",7025004,99107,3753,1592,24,702500
2020-12-30,PRV,Speedy,8025 13Th St,Silver Spring,POINT (-77.028089 38.987253),-77.02808900000001,38.987253,"(38.987253, -77.028089)",7025004,99107,3753,1592,24,702500
2020-12-21,PKG,Rickys,8000 Georgia Ave,Silver Spring,POINT (-77.026728 38.988183),-77.026728,38.988183,"(38.988183, -77.026728)",7025004,99107,3753,1592,24,702500
2020-12-11,FIRE,Henrys,1220 East West Hwy,Silver Spring,POINT (-77.030472 38.991648),-77.030472,38.991648,"(38.991648, -77.030472)",7025004,99107,3753,1592,24,702500
2020-12-19,REPO,Westlake,8025 13Th St,Silver Spring,POINT (-77.028089 38.987253),-77.02808900000001,38.987253,"(38.987253, -77.028089)",7025004,99107,3753,1592,24,702500
2020-12-03,PRV,Speedy,8025 13Th St,Silver Spring,POINT (-77.028089 38.987253),-77.02808900000001,38.987253,"(38.987253, -77.028089)",7025004,99107,3753,1592,24,702500
2020-12-04,ABN,,8250 Georgia Ave,Silver Spring,POINT (-77.026748 38.993035),-77.026748,38.993035,"(38.993035, -77.026748)",7025004,99107,3753,1592,24,702500
2020-12-27,PRV,RickiesTowing,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2021-01-13,REPO,Thomas,8060 13Th St,Silver Spring,POINT (-77.027637 38.987287),-77.027637,38.987287,"(38.987287, -77.027637)",7025004,99107,3753,1592,24,702500
2021-02-24,PKG,Rickys,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2021-02-23,PKG,Henrys,1220 East West Hwy,Silver Spring,POINT (-77.030472 38.991648),-77.030472,38.991648,"(38.991648, -77.030472)",7025004,99107,3753,1592,24,702500
2021-01-27,REPO,Final Notice,8372 Dixon Ave,Silver Spring,POINT (-77.027944 38.993143),-77.02794399999999,38.993142999999996,"(38.993143, -77.027944)",7025004,99107,3753,1592,24,702500
2021-02-24,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2021-02-25,PKG,Rickys,8120 Georgia Ave,Silver Spring,POINT (-77.026721 38.990718),-77.026721,38.990718,"(38.990718, -77.026721)",7025004,99107,3753,1592,24,702500
2021-02-21,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2021-02-26,72,Rickys,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004,99107,3753,1592,24,702500
2021-02-22,NOP,Prestige,1155 Ripley St,Silver Spring,POINT (-77.028616 38.992475),-77.028616,38.992475,"(38.992475, -77.028616)",7025004,99107,3753,1592,24,702500
2021-02-02,NOP,Speedy,8025 13Th St,Silver Spring,POINT (-77.028089 38.987253),-77.02808900000001,38.987253,"(38.987253, -77.028089)",7025004,99107,3753,1592,24,702500
2021-02-22,NOP,Speedy,8060 13Th St,Silver Spring,POINT (-77.027637 38.987287),-77.027637,38.987287,"(38.987287, -77.027637)",7025004,99107,3753,1592,24,702500
