tow_date,tow_reason,storage_company,notes,incident_date,street,city,geo_location,longitude,latitude,location,block
2020-08-18,NOP,Speedy,Speedy,08/20/0020,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"(38.991211, -77.024011)",7024023
2020-08-29,NOP,Henrys,Henrys,08/31/0020,3736 Bel Pre Rd,Silver Spring,POINT (-77.074686 39.093453),-77.074686,39.093453000000004,"(39.093453, -77.074686)",7032132
2020-08-11,PKG,Diversified,Diversified,11/22/0008,2801 Mozart Dr,Silver Spring,POINT (-76.951901 39.072078),-76.951901,39.072078000000005,"(39.072078, -76.951901)",7014181
2020-08-26,NOP,Speedy,Speedy,08/28/0020,8615 Fenton St,Silver Spring,POINT (-77.027717 38.997959),-77.02771700000001,38.997959,"(38.997959, -77.027717)",7025001
2020-08-07,PKG,Henrys,(Flat Tire Inoperable)  Henrys,07/22/0008,3972 Bel Pre Rd,Silver Spring,POINT (-77.077188 39.091983),-77.077188,39.091983,"(39.091983, -77.077188)",7032131
2020-08-22,FIRE,Speedy,Speedy Towing,08/24/0020,3625 Van Horn Way,Burtonsville,POINT (-76.935071 39.086139),-76.935071,39.086139,"(39.086139, -76.935071)",7014233
2020-08-04,PKG,,Aban  Per   Henrys      To,04/22/0008,525 Southlawn Ln,Rockville,POINT (-77.14216 39.093788),-77.14216,39.093788,"(39.093788, -77.14216)",7012111
2020-08-19,NOP,Henrys,No Perm   Henrys,08/21/0020,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"(39.039125, -77.050954)",7038001
2020-08-22,NOP,Henrys,Henrys,08/24/0020,19550 Waters Rd,Germantown,POINT (-77.273099 39.177617),-77.273099,39.177617,"(39.177617, -77.273099)",7003101
2020-08-08,NOP,Auth,Auth,08/22/0008,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"(39.114884, -77.201438)",7008172
2020-08-09,NOP,Auburn,()    Auburn   No P,09/22/0008,134 Duvall Ln,Gaithersburg,POINT (-77.202556 39.128982),-77.202556,39.128982,"(39.128982, -77.202556)",7007173
2020-08-27,PKG,,Inoperable   Henrys      To,08/29/0020,3802 Bel Pre Rd,Silver Spring,POINT (-77.075092 39.093551),-77.075092,39.093551,"(39.093551, -77.075092)",7032162
2020-08-29,NOP,Big Tow Towing,Big Tow,08/31/0020,10008 Stedwick Rd,Montgomery Village,POINT (-77.206008 39.16978),-77.206008,39.169779999999996,"(39.16978, -77.206008)",7008134
2020-08-02,NOP,Other,Rickiess,02/22/0008,19300 Circle Gate Dr,Germantown,POINT (-77.264972 39.172683),-77.264972,39.172683,"(39.172683, -77.264972)",7008181
2020-08-21,NOP,Henrys,Henrys,08/23/0020,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"(39.039125, -77.050954)",7038001
2020-08-24,NOP,Speedy,Speedy Towing,08/26/0020,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"(38.991211, -77.024011)",7024023
2020-08-01,NOP,Henrys,Veh Is Volster  Henrys,01/22/0008,19505 Gunners Branch Rd,Germantown,POINT (-77.241009 39.175289),-77.24100899999999,39.175289,"(39.175289, -77.241009)",7008321
2020-08-29,NOP,Henrys,Henrys,08/31/0020,400 Browning Ave,Takoma Park,POINT (-77.001194 38.995925),-77.001194,38.995925,"(38.995925, -77.001194)",7019002
2020-08-30,NOP,Bigtow,Big Tow,09/01/0020,10022 Stedwick Rd,Montgomery Village,POINT (-77.206008 39.16978),-77.206008,39.169779999999996,"(39.16978, -77.206008)",7008134
2020-08-29,RESERVED PKG,Diversified,Reserved   Diversified,08/31/0020,1412 Hampshire West Ct,Silver Spring,POINT (-76.983348 39.008098),-76.98334799999999,39.008098,"(39.008098, -76.983348)",7016022
2020-08-15,PRV,Other,,08/17/0020,3900 Blackburn Ln,Burtonsville,POINT (-76.9307 39.104619),-76.9307,39.104619,"(39.104619, -76.9307)",7014102
2020-08-26,NOP,Auburn,Auburn,08/28/0020,18715 Ginger Ct,Germantown,POINT (-77.264857 39.162976),-77.26485699999999,39.162976,"(39.162976, -77.264857)",7008152
2020-08-19,PKG,Custom,Custom,08/21/0020,12704 Found Stone Rd,Germantown,POINT (-77.260897 39.203108),-77.260897,39.203108,"(39.203108, -77.260897)",7003044
2020-08-10,FIRE,Am Towing,A&M,10/22/0008,18717 Summer Oak Ct,Germantown,POINT (-77.246377 39.16338),-77.246377,39.16338,"(39.16338, -77.246377)",7008191
2020-08-09,NOP,Authorized,Authorized,09/22/0008,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"(39.114884, -77.201438)",7008172
2020-08-13,PKG,Speedy,Resident In VisitorS Space  Speedy Towing,08/15/0020,4333 Leatherwood Ter,Burtonsville,POINT (-76.920519 39.097633),-76.920519,39.097633,"(39.097633, -76.920519)",7014103
2020-08-26,NOP,Drive,Alterted Permit   Drive,08/28/0020,104 Croydon Ct,Silver Spring,POINT (-77.012621 39.003551),-77.012621,39.003551,"(39.003551, -77.012621)",7023023
2020-08-30,NOP,Big Tow Towing,Big Tow,09/01/0020,7283 Millcrest Ter,Derwood,POINT (-77.146554 39.145382),-77.14655400000001,39.145382,"(39.145382, -77.146554)",7007103
2020-08-24,PKG,Henrys,Henrys,08/26/0020,302 N Frederick Ave,Gaithersburg,POINT (-77.203177 39.145238),-77.203177,39.145238,"(39.145238, -77.203177)",7007231
2020-08-08,PKG,Henrys,Reserved   Henrys,08/22/0008,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"(39.036547, -77.029691)",7032091
2020-08-27,NOP,Drive,Drive,08/29/0020,475 Southampton Dr,Silver Spring,POINT (-76.984197 39.0062),-76.984197,39.0062,"(39.0062, -76.984197)",7016022
2020-08-18,NOP,Tlc,No Pking Zone   Henrys,08/20/0020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"(39.036547, -77.029691)",7032091
2020-08-14,EXP,K&D,K&D Towing,08/16/0020,14000 Castle Blvd,Silver Spring,POINT (-76.940383 39.08573),-76.940383,39.08573,"(39.08573, -76.940383)",7014232
2020-08-16,NOP,Diversified,Diversified,08/18/0020,14610 Bauer Dr,Rockville,POINT (-77.108966 39.092927),-77.10896600000001,39.092927,"(39.092927, -77.108966)",7032022
2020-08-28,FIRE,Drive,,08/30/0020,8658 Piney Branch Rd,Silver Spring,POINT (-76.999533 38.998597),-76.999533,38.998597,"(38.998597, -76.999533)",7019001
2020-08-01,PRV,Prestige,Prestige,01/22/0008,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"(39.045308, -76.984139)",7015083
2020-08-30,PKG,Henrys,Henrys (),09/01/0020,21241 Owls Nest Cir,Germantown,POINT (-77.266426 39.205711),-77.266426,39.205711,"(39.205711, -77.266426)",7003044
2020-08-28,PKG,Authorized,No    Authorized,08/30/0020,11200 Lockwood Dr,Silver Spring,POINT (-76.99202 39.038979),-76.99202,39.038979,"(39.038979, -76.99202)",7015051
2020-08-17,NOP,Henrys,Henrys,08/19/0020,2322 Cobble Hill Ter,Silver Spring,POINT (-77.049176 39.037543),-77.049176,39.037543,"(39.037543, -77.049176)",7038001
2020-08-01,PKG,Henrys,Henrys,01/22/0008,2729 Cassedy St,Silver Spring,POINT (-77.055468 39.01084),-77.055468,39.01084,"(39.01084, -77.055468)",7027004
2020-08-22,PKG,Authorized,No Puickup Trucks Allowed On Prop   Authorized,08/24/0020,9301 Bathgate Ct,Montgomery Village,POINT (-77.191287 39.192624),-77.191287,39.192624,"(39.192624, -77.191287)",7001042
2020-08-23,PKG,Henrys,Henrys,08/25/0020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"(39.052973, -77.1192)",7012182
2020-08-22,FIRE,Henrys,,08/24/0020,10150 Shelldrake Cir,Damascus,POINT (-77.209638 39.278897),-77.209638,39.278897,"(39.278897, -77.209638)",7002071
2020-08-27,NOP,Henrys,Henrys,08/29/0020,8616 2Nd Ave,Silver Spring,POINT (-77.033732 38.997234),-77.033732,38.997234000000006,"(38.997234, -77.033732)",7028002
2020-08-08,NOP,Henrys,Henrys   Disp,08/22/0008,17815 Buehler Rd,Olney,POINT (-77.06341 39.148955),-77.06341,39.148955,"(39.148955, -77.06341)",7013142
2020-08-10,NOP,Speedy,Speedy      No Permit,10/22/0008,8201 Whispering Oaks Way,Gaithersburg,POINT (-77.166699 39.156868),-77.166699,39.156867999999996,"(39.156868, -77.166699)",7007161
2020-08-25,PKG,,Authorized,08/27/0020,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"(39.088854, -77.06692)",7032141
2020-08-29,NOP,Henrys,Henrys,08/31/0020,19404 Zinnia Cir,Germantown,POINT (-77.24356 39.174454),-77.24356,39.174454,"(39.174454, -77.24356)",7008321
2020-08-23,PRV,Henrys,Henrys     No Permit,08/25/0020,19505 Gunners Branch Rd,Germantown,POINT (-77.241009 39.175289),-77.24100899999999,39.175289,"(39.175289, -77.241009)",7008321
2020-08-15,NOP,Henrys,Henrys,08/17/0020,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"(39.039125, -77.050954)",7038001
2020-08-18,NOP,Henrys,Henrys,08/20/0020,2425 Blueridge Ave,Silver Spring,POINT (-77.050996 39.043056),-77.050996,39.043056,"(39.043056, -77.050996)",7032092
2020-08-06,NOP,Authorized,Authorized (),06/22/0008,2152 Georgian Woods Pl,Silver Spring,POINT (-77.045173 39.055912),-77.04517299999999,39.055912,"(39.055912, -77.045173)",7032071
2020-08-05,NOP,Henrys,Henrys,05/22/0008,17 Barkley Ln,Gaithersburg,POINT (-77.190951 39.131846),-77.190951,39.131846,"(39.131846, -77.190951)",7007171
2020-08-05,FIRE,Authorize,Authorize,05/22/0008,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"(39.040254, -76.995468)",7015051
2020-08-31,PKG,Other,To Private Property,09/02/0020,9520 Georgia Ave,Silver Spring,POINT (-77.041094 39.010979),-77.041094,39.010979,"(39.010979, -77.041094)",7028004
2020-08-02,PKG,Authorized,Reserve With Out Permit  Authorized,02/22/0008,3331 Hewitt Ave,Silver Spring,POINT (-77.06787 39.079286),-77.06787,39.079285999999996,"(39.079286, -77.06787)",7032143
2020-08-21,NOP,Henrys,Henrys,08/23/0020,519 S Frederick Ave,Gaithersburg,POINT (-77.189571 39.133076),-77.189571,39.133076,"(39.133076, -77.189571)",7007043
2020-08-28,NOP,Authorize,,08/30/0020,8021 Georgia Ave,Silver Spring,POINT (-77.026573 38.987758),-77.026573,38.987758,"(38.987758, -77.026573)",7025001
2020-08-25,PKG,Diversified,No Comm Veh   Diversified,08/27/0020,1217 Veirs Mill Rd,Rockville,POINT (-77.130016 39.078296),-77.130016,39.078296,"(39.078296, -77.130016)",7011021
2020-08-01,EXP,Henrys,Exp Henrys,01/22/0008,3719 Gawayne Ter,Silver Spring,POINT (-77.074692 39.094012),-77.074692,39.094012,"(39.094012, -77.074692)",7032162
2020-08-26,NOP,Henrys,No Perm   Henrys,08/28/0020,3411 Gateshead Manor Way,Silver Spring,POINT (-76.936504 39.078224),-76.936504,39.078224,"(39.078224, -76.936504)",7014172
2020-08-12,PKG,,No Over Nght Park,12/22/0008,6300 New Hampshire Ave,Takoma Park,POINT (-77.00212 38.966311),-77.00211999999999,38.966311,"(38.966311, -77.00212)",7017042
2020-08-01,PKG,Authorized,Authorized Towing    Btl,01/22/0008,19575 Crystal Rock Dr,Germantown,POINT (-77.262139 39.177404),-77.262139,39.177403999999996,"(39.177404, -77.262139)",7008182
2020-08-06,PRV,RickiesTowing,Rickiess Towing   No Permit,06/22/0008,19332 Circle Gate Dr,Germantown,POINT (-77.266418 39.173611),-77.266418,39.173611,"(39.173611, -77.266418)",7008181
2020-08-08,NOP,Henrys,Henrys,08/22/0008,19501 Gunners Branch Rd,Germantown,POINT (-77.241991 39.17633),-77.241991,39.17633,"(39.17633, -77.241991)",7008321
2020-08-08,,,A Handicap,08/22/0008,7777 Maple Ave,Takoma Park,POINT (-77.004916 38.984111),-77.00491600000001,38.984111,"(38.984111, -77.004916)",7018001
2020-08-01,NOP,Rickies,Rickies,01/22/0008,2317 Blueridge Ave,Silver Spring,POINT (-77.049355 39.043089),-77.049355,39.043089,"(39.043089, -77.049355)",7032092
2020-08-18,PKG,Milestone,Violation Due To Construction   Milestone,08/20/0020,7828 Epsilon Dr,Derwood,POINT (-77.162892 39.137716),-77.162892,39.137716,"(39.137716, -77.162892)",7007111
2020-08-08,PKG,Henrys,Reserved   Henrys,08/22/0008,3924 Bel Pre Rd,Silver Spring,POINT (-77.077675 39.09367),-77.077675,39.09367,"(39.09367, -77.077675)",7032131
2020-08-16,PRV,Henrys,A Future Resident Space Henrys,08/18/0020,180 High Park Ln,Silver Spring,POINT (-77.033817 38.991399),-77.033817,38.991399,"(38.991399, -77.033817)",7026014
2020-08-25,PKG,Big,Big Tow,08/27/0020,19309 Club House Rd,Montgomery Village,POINT (-77.201793 39.173658),-77.20179300000001,39.173658,"(39.173658, -77.201793)",7008121
2020-08-06,FIRE,Authorized,Authorized,06/22/0008,11225 Oak Leaf Dr,Silver Spring,POINT (-76.995468 39.040254),-76.995468,39.040254,"(39.040254, -76.995468)",7015051
2020-08-16,PKG,Henrys,Henrys   Inv Perm,08/18/0020,19550 Waters Rd,Germantown,POINT (-77.273099 39.177617),-77.273099,39.177617,"(39.177617, -77.273099)",7003101
2020-08-08,NOP,Henrys,Henrys,08/22/0008,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"(39.052973, -77.1192)",7012182
2020-08-19,PKG,Henrys,Henrys,08/21/0020,12111 Clifftondale Dr,Silver Spring,POINT (-76.973258 39.053025),-76.973258,39.053025,"(39.053025, -76.973258)",7014211
2020-08-22,NOP,Diversified,Diversified         Is,08/24/0020,5401 Westbard Ave,Bethesda,POINT (-77.106682 38.963948),-77.10668199999999,38.963947999999995,"(38.963948, -77.106682)",7057013
2020-08-08,NOP,Big,Big Tow,08/22/0008,18544 Split Rock Ln,Germantown,POINT (-77.268914 39.159658),-77.268914,39.159658,"(39.159658, -77.268914)",7008154
2020-08-24,NOP,Speedy,Speedy,08/26/0020,9326 Taverney Ter,Gaithersburg,POINT (-77.192128 39.176023),-77.192128,39.176023,"(39.176023, -77.192128)",7008113
2020-08-03,PRV,Henrys,Hoa  Visitor Space Viol  Henrys,03/22/0008,12932 Big Horn Dr,Silver Spring,POINT (-76.93968 39.066911),-76.93968000000001,39.066911,"(39.066911, -76.93968)",7014181
2020-08-04,NOP,Authorized,Authorized Towing,04/22/0008,19757 Crystal Rock Dr,Germantown,POINT (-77.261484 39.179888),-77.261484,39.179888,"(39.179888, -77.261484)",7008182
2020-08-24,RESERVED SPACE,Rickys,Rickies,08/26/0020,8204 Georgia Ave,Silver Spring,POINT (-77.026693 38.99188),-77.02669300000001,38.99188,"(38.99188, -77.026693)",7025004
2020-08-20,NOP,Henrys,Henrys,08/22/0020,8000 Eastern Dr,Silver Spring,POINT (-77.032266 38.988965),-77.032266,38.988965,"(38.988965, -77.032266)",0016001
2020-08-05,PKG,Henrys,Henrys,05/22/0008,19601 Gunners Branch Rd,Germantown,POINT (-77.241991 39.17633),-77.241991,39.17633,"(39.17633, -77.241991)",7008321
2020-08-03,PRV,Auburn Towing,Is    Auburn,03/22/0008,18637 Turmeric Ct,Germantown,POINT (-77.266957 39.162309),-77.26695699999999,39.162309,"(39.162309, -77.266957)",7008153
2020-08-26,NOP,Diversified,Diversified,08/28/0020,1426 Hampshire West Ct,Silver Spring,POINT (-76.982855 39.007994),-76.982855,39.007994000000004,"(39.007994, -76.982855)",7016022
2020-08-20,NOP,Henrys,Henrys,08/22/0020,1718 Featherwood St,Silver Spring,POINT (-76.973854 39.059119),-76.973854,39.059119,"(39.059119, -76.973854)",7014144
2020-08-30,PKG,Drive,Drive Towing (),09/01/0020,104 Croydon Ct,Silver Spring,POINT (-77.012621 39.003551),-77.012621,39.003551,"(39.003551, -77.012621)",7023023
2020-08-02,NOP,Henrys,Henrys,02/22/0008,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"(39.039125, -77.050954)",7038001
2020-08-07,NOP,Speedy,Speedy,07/22/0008,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"(38.991211, -77.024011)",7024023
2020-08-19,PRV,,Millers Towing,08/21/0020,11216 Georgia Ave,Silver Spring,POINT (-77.051115 39.039165),-77.051115,39.039165000000004,"(39.039165, -77.051115)",7038001
2020-08-30,NOP,Diversified,Diversified,09/01/0020,12311 Braxfield Ct,Rockville,POINT (-77.106068 39.056965),-77.10606800000001,39.056965000000005,"(39.056965, -77.106068)",7012011
2020-08-05,NOP,Authorized,Authorized,05/22/0008,11101 Georgia Ave,Silver Spring,POINT (-77.049899 39.036441),-77.049899,39.036440999999996,"(39.036441, -77.049899)",7038001
2020-08-04,PKG,Speedy,Speedy,04/22/0008,120 Prado Ln,Clarksburg,POINT (-77.27257 39.224549),-77.27257,39.224548999999996,"(39.224549, -77.27257)",7003111
2020-08-14,NOP,Am,Am,08/16/0020,12136 Island View Cir,Germantown,POINT (-77.252709 39.165688),-77.252709,39.165688,"(39.165688, -77.252709)",7008193
2020-08-28,PKG,Rickys,Rickiess,08/30/0020,1010 Ripley St,Silver Spring,POINT (-77.027645 38.992475),-77.02764499999999,38.992475,"(38.992475, -77.027645)",7025004
2020-08-08,NOP,Henrys,Henrys      Unable To Read Vin,08/22/0008,104 Schuyler Rd,Silver Spring,POINT (-77.012625 39.002911),-77.012625,39.002911,"(39.002911, -77.012625)",7023023
2020-08-30,FIRE,Drive,Fire   Drive,09/01/0020,8658 Piney Branch Rd,Silver Spring,POINT (-76.999533 38.998597),-76.999533,38.998597,"(38.998597, -76.999533)",7019001
2020-08-09,PKG,Drive,Drive,09/22/0008,901 Stoddard Pl,Silver Spring,POINT (-77.025848 38.988099),-77.025848,38.988099,"(38.988099, -77.025848)",7025001
2020-08-13,PKG,Henrys,No Com Park Unauth    Henrys,08/15/0020,12111 Clifftondale Dr,Silver Spring,POINT (-76.973258 39.053025),-76.973258,39.053025,"(39.053025, -76.973258)",7014211
2020-08-15,PKG,Rickies,Visitor  Over The Time Limit   Rickies,08/17/0020,3410 Robey Ter,Silver Spring,POINT (-76.938447 39.082728),-76.938447,39.082728,"(39.082728, -76.938447)",7014174
2020-08-28,NOP,Speedy,,08/30/0020,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"(38.991211, -77.024011)",7024023
2020-08-09,NOP,Authorized,Authorized Towing,09/22/0008,12840 Locbury Cir,Germantown,POINT (-77.264609 39.186257),-77.264609,39.186257,"(39.186257, -77.264609)",7003092
2020-08-08,NOP,Henrys,Henrys,08/22/0008,8804 Lanier Dr,Silver Spring,POINT (-77.047525 38.999906),-77.047525,38.999906,"(38.999906, -77.047525)",7027004
2020-08-24,NOP,Henrys,Henrys,08/26/0020,18745 Falling River Dr,Gaithersburg,POINT (-77.222191 39.163963),-77.22219100000001,39.163963,"(39.163963, -77.222191)",7007221
2020-08-07,NOP,Henrys,Henrys,07/22/0008,9806 Walker House Rd,Montgomery Village,POINT (-77.206724 39.162857),-77.206724,39.162857,"(39.162857, -77.206724)",7007212
2020-08-16,PRV,Henrys,Henrys,08/18/0020,65 Orchard Dr,Gaithersburg,POINT (-77.249829 39.11966),-77.249829,39.119659999999996,"(39.11966, -77.249829)",7008241
2020-08-22,PKG,Speedy,Speedy,08/24/0020,19324 Hottinger Cir,Germantown,POINT (-77.252588 39.173585),-77.252588,39.173584999999996,"(39.173585, -77.252588)",7008194
2020-08-25,NOP,Henrys,*** Unable To Provide  *****     Henrys,08/27/0020,2425 Blueridge Ave,Silver Spring,POINT (-77.050996 39.043056),-77.050996,39.043056,"(39.043056, -77.050996)",7032092
2020-08-23,NOP,Diversified,Diversified,08/25/0020,650 Ivy League Ln,Rockville,POINT (-77.155412 39.093765),-77.155412,39.093765000000005,"(39.093765, -77.155412)",7009011
2020-08-07,NOP,Speedy,Speedy,07/22/0008,8615 Fenton St,Silver Spring,POINT (-77.027717 38.997959),-77.02771700000001,38.997959,"(38.997959, -77.027717)",7025001
2020-08-29,NOP,Henrys,Henrys,08/31/0020,400 Browning Ave,Takoma Park,POINT (-77.001194 38.995925),-77.001194,38.995925,"(38.995925, -77.001194)",7019002
2020-08-08,NOP,Henrys,Henrys,08/22/0008,504 Mt Vernon Pl,Rockville,POINT (-77.148623 39.07772),-77.148623,39.07772,"(39.07772, -77.148623)",7010011
2020-08-10,NOP,,Speedy,10/22/0008,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"(38.991211, -77.024011)",7024023
2020-08-13,PRV,Authorized,Authorized,08/15/0020,20013 Sweetgum Cir,Germantown,POINT (-77.275797 39.184246),-77.275797,39.184246,"(39.184246, -77.275797)",7003103
2020-08-07,EXP,Authorized,Authorized,07/22/0008,779 Quince Orchard Blvd,Gaithersburg,POINT (-77.228804 39.139742),-77.228804,39.139742,"(39.139742, -77.228804)",7008221
2020-08-20,NOP,Speedy,Speedy,08/22/0020,14104 Valleyfield Dr,Silver Spring,POINT (-77.055968 39.105735),-77.05596800000001,39.105734999999996,"(39.105735, -77.055968)",7032203
2020-08-15,PR,Prestige,Private Prop      Prestige,08/17/0020,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"(39.045308, -76.984139)",7015083
2020-08-02,NOP,Diversified,Diversified,02/22/0008,768 Ivy League Ln,Rockville,POINT (-77.156658 39.093981),-77.156658,39.093981,"(39.093981, -77.156658)",7009011
2020-08-14,PRV,Prestige,Prestige,08/16/0020,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"(39.045308, -76.984139)",7015083
2020-08-09,NOP,Authorized,Authorized,09/22/0008,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"(39.114884, -77.201438)",7008172
2020-08-07,PKG,Rickys,Visitor Space   Rickies,07/22/0008,2317 Blueridge Ave,Silver Spring,POINT (-77.049355 39.043089),-77.049355,39.043089,"(39.043089, -77.049355)",7032092
2020-08-26,NOP,Henrys,Henrys,08/28/0020,17 Barkley Ln,Gaithersburg,POINT (-77.190951 39.131846),-77.190951,39.131846,"(39.131846, -77.190951)",7007171
2020-08-05,PKG,Henrys,Henrys      No Overnite    Owner Notif And Call Corrected To Proper Make As Dodg And Ram For Model,05/22/0008,2009 Chapman Ave,Rockville,POINT (-77.11702 39.056268),-77.11702,39.056267999999996,"(39.056268, -77.11702)",7012183
2020-08-03,NOP,Henrys,Henrys,03/22/0008,12324 Sandy Point Ct,Silver Spring,POINT (-76.953782 39.057248),-76.95378199999999,39.057248,"(39.057248, -76.953782)",7014203
2020-08-26,NOP,Henrys,Car Has   Henrys,08/28/0020,40 Federal Ct,Gaithersburg,POINT (-77.180157 39.14246),-77.180157,39.14246,"(39.14246, -77.180157)",7007191
